season,n,favorite_roi,underdog_roi
2009,8,-16.755,-35.875
2010,24,3.217,-29.125
2011,11,12.107,-55.000
2012,13,8.263,-77.615
2013,6,-1.503,-62.667
2014,9,-21.067,27.889
2015,10,16.891,-100.000
2016,15,-18.593,30.133
2017,5,31.923,-100.000
2018,8,-14.632,-55.829
2019,11,-14.635,25.182
2020,13,-28.075,150.154
2021,16,13.251,-71.437
2022,6,-23.715,36.333
2023,17,-0.169,-23.765
2024,6,-25.773,107.833
2025,18,4.905,-39.500
