season,n,favorite_roi,underdog_roi
2009,15,40.943938495044364,-78.71635610766046
2010,13,-30.704120161784797,21.377696377696374
2011,7,45.53168600765698,-76.12655800575264
2012,15,-9.133707742126118,-4.616250698173809
2013,15,-15.075839507229588,13.481012053944383
2014,11,-74.36210847975553,87.03470617283806
2015,14,12.796243926865733,-31.716341212744087
2016,11,7.031100537594044,-47.99916918098736
2017,14,26.454115873807954,-36.451726239861834
2018,17,-10.975956520878183,15.69322274364291
2019,11,-49.80851477952709,69.5511807633522
2020,16,-24.025664033060153,38.43649112187248
2021,17,35.6571637639054,-87.05882352941177
2022,7,12.707391828368314,-70.85714285714285
2023,14,-29.10505891087567,18.758769513064948
2024,14,-9.931156121719253,-6.857142857142855
2025,17,34.11010689723019,-43.76470588235294
