season,n,favorite_roi,underdog_roi
2009,11,15.470927450433292,-50.0
2010,11,-39.04627064201532,48.88044004696291
2011,13,16.490348486720425,-46.89010989010989
2012,13,-22.73009218447849,-2.5574316034842357
2013,14,1.485123791839943,5.727126805778489
2014,16,-9.083678990663627,31.87657218907219
2015,11,-20.242001191560266,-9.791092543477532
2016,10,-39.47676338522478,41.757203788496525
2017,6,-3.6525361893008945,-28.666666666666668
2018,12,-2.0542815086815795,-31.483636511102432
2019,12,-25.882010531828175,12.24712643678161
2020,13,-11.672333545346394,-6.392015328862893
2021,10,-31.553959445413383,38.21180226280456
2022,18,-16.216066631626106,30.130810177798384
2023,12,-39.36448182100252,31.06084656084656
2024,16,-0.5230298193127897,-15.690713224007617
2025,13,-9.976143058862123,-14.527274700083098
