season,n,favorite_roi,underdog_roi
2009,8,-16.75489426539847,-35.875
2010,24,3.2165357492557547,-29.125
2011,11,12.107043686079248,-54.99999999999999
2012,13,8.262880626745718,-77.61538461538461
2013,6,-1.503465987599681,-62.66666666666666
2014,9,-21.06721139909525,27.888888888888886
2015,10,16.891286530786612,-100.0
2016,15,-18.59324366094955,30.133333333333333
2017,5,31.923465176604548,-100.0
2018,8,-14.632086719129536,-55.82874015748032
2019,11,-14.635479740683538,25.181818181818176
2020,13,-28.07538281289351,150.15384615384616
2021,16,13.251206787427519,-71.43729372937293
2022,6,-23.715437652146353,36.333333333333336
2023,17,-0.16913380428909455,-23.764705882352942
2024,6,-25.77322025329169,107.83333333333334
2025,18,4.905188214347467,-39.49999999999999
