season,n,favorite_roi,underdog_roi
2009,14,-22.141,22.357
2010,11,-43.923,104.488
2011,11,-36.724,38.124
2012,15,10.897,-21.749
2013,16,-0.824,-31.812
2014,10,-13.295,-12.036
2015,12,2.706,-19.583
2016,7,7.764,-40.857
2017,17,12.270,-21.118
2018,14,13.137,-89.156
2019,8,-6.142,16.250
2020,13,-12.172,5.618
2021,17,-4.074,-8.002
2022,12,6.063,-53.917
2023,15,19.459,-71.565
2024,12,0.903,9.583
2025,18,16.417,-46.389
