season,n,favorite_roi,underdog_roi
2009,5,-30.802919708029197,21.598540145985403
2010,6,-9.14527491954141,-13.671462829736214
2011,13,-37.176977966220896,66.19178082191782
2012,15,-35.08768298859686,15.711019201629528
2013,14,7.868186399821471,-52.84615384615384
2014,17,8.315383198351158,0.23529411764706165
2015,12,-13.699547310458282,20.47979797979798
2016,14,2.3964162683957784,-29.745173745173748
2017,12,18.191492733360718,-38.833333333333336
2018,9,-18.936890715788536,29.158059467918623
2019,18,-24.119703656738125,10.148265154132169
2020,13,19.929243989936467,-47.645309492767126
2021,10,-0.24170950452984452,-0.2529914529914512
2022,13,-2.4364127664089574,-14.461538461538462
2023,10,-19.647240530219253,19.5
2024,10,-10.533831497251187,32.1
2025,8,-1.230140241860806,-37.54442148760331
