bin,n,favorite_roi,underdog_roi
0,88,3.1331,-19.7394
1,62,10.1826,-39.9314
2,68,-13.049,-0.8896
3,140,-3.7259,0.9111
4,261,-0.2001,-8.4316
5,247,-7.5996,1.6147
6,129,-8.1534,-9.3848
7,79,-2.7588,-6.1266
8,43,-0.0902,-38.5099
9,89,-5.7345,0.6528
