bin,n,favorite_roi,underdog_roi
0,82,-7.4653,-1.1167
1,48,-1.846,-10.1107
2,79,-2.6968,-1.9056
3,149,-8.4671,7.5841
4,253,-10.179,-2.0251
5,265,1.8471,-6.0576
6,144,-7.8183,-2.8639
7,59,-0.8704,-22.401
8,54,-11.2444,5.2407
9,79,-5.6545,3.7726
