bin,n,favorite_roi,underdog_roi
0,25,37.5606,-44.5578
1,20,-36.1024,42.4701
2,41,1.9609,-20.9481
3,52,-17.1301,-1.0696
4,77,-25.604,14.3599
5,84,8.8141,-48.2167
6,44,7.623,-41.2696
7,30,-15.7996,61.6325
8,18,-1.6073,-47.8889
9,28,-26.3196,35.1429
