bin,n,favorite_roi,underdog_roi
0,1067,-2.9686,-2.7062
1,707,-5.3265,-8.9045
2,1387,-2.2493,-8.2138
3,2613,-3.3388,-4.7623
4,3988,-3.4259,-4.8861
5,3902,-4.2452,-3.9467
6,2476,-3.8647,-5.2224
7,1386,-4.369,-3.5742
8,670,-4.668,-10.4253
9,1011,-6.579,-7.584
