bin,n,favorite_roi,underdog_roi
0,59,11.1089,-47.2561
1,25,12.2343,-28.24
2,95,-12.6275,11.1874
3,168,-0.4292,-10.8186
4,281,0.7747,-7.5735
5,251,-8.6816,0.7618
6,166,-5.3234,0.1463
7,87,3.002,-32.6312
8,28,-5.816,-5.4286
9,49,3.0247,-34.7755
