bin,n,favorite_roi,underdog_roi
0,67,-10.3315,24.1914
1,49,-10.9569,26.9615
2,79,-0.3832,-2.6118
3,141,2.0127,-2.1507
4,200,-13.3164,-2.6542
5,208,-9.2189,-0.1432
6,123,1.7384,-13.171
7,80,-8.3301,9.8979
8,54,1.6465,-25.9119
9,63,-4.5238,-15.0277
