season,n,favorite_roi,underdog_roi
2009,68,-6.106748341380886,7.747855677376959
2010,140,-3.29319517084436,-6.0017787118645245
2011,181,-13.447991151622073,3.608859977259967
2012,181,-6.290391139961965,-3.4899413482670587
2013,74,5.96665536196453,-14.778209990614249
2014,158,-0.356847391880362,-4.796017653592757
2015,139,-9.56183972554089,5.544342518534482
2016,187,-6.121505242068375,-0.88948495248338
2017,141,-5.439366534749324,-1.5853371706441803
2018,168,3.6085325160763446,-11.536935241736678
2019,185,-7.606778498057685,1.7037438486090586
2020,149,-16.32517522751219,14.02848149077715
2021,65,3.1671421494145027,-15.006329599149677
2022,110,-10.643492005064347,9.728150921336686
2023,142,-2.8500650455165477,-7.81073460412649
2024,159,-6.107674862324812,-2.0093770840325003
2025,161,11.647452203177501,-24.326728261854626
