season,n,favorite_roi,underdog_roi
2009,4,-29.767138902458885,27.500000000000004
2010,4,-24.920673663656334,17.25
2011,3,-100.0,154.33333333333331
2012,2,-21.91011235955056,37.0
2013,10,49.00601515025356,-79.5
2014,7,-34.90974503855066,55.99999999999999
2015,8,20.22251455463048,-64.375
2016,2,-18.94409937888199,31.999999999999996
2017,4,6.794972832708682,-26.0
2018,8,-22.09898285802539,29.125
2019,3,35.46657684588719,-100.0
2020,7,1.0434660013205412,-0.571428571428572
2021,18,-14.575345634129667,16.944444444444446
2022,30,-2.5633388693035255,-0.7333333333333341
2023,14,2.2208781873881716,-11.428571428571425
2024,11,-17.95830140463228,15.818181818181824
2025,10,-8.901579652964971,2.6
