season,n,favorite_roi,underdog_roi
2009,57,-36.37611915920008,26.34310676208067
2010,113,-13.20196554020747,9.548707057639968
2011,89,-8.230457252656349,-3.9449372275115793
2012,104,-20.953946332171437,15.133925607936776
2013,55,-11.808046348840755,0.3341651891682568
2014,95,-0.8016974700974308,-6.311253518710011
2015,93,-12.05171072130586,6.336355165131506
2016,102,-0.803467120391653,-9.035326073470339
2017,106,4.24516317276945,-10.422328588953226
2018,104,-1.6100448813362405,-8.003791690252672
2019,109,-2.836772777366826,-4.501071438986026
2020,97,-18.423520897596052,11.698415377383304
2021,62,-5.417075769777159,0.20264978173317058
2022,93,10.468527098211172,-19.02938019792306
2023,123,-4.089787079541747,-4.9593406931809465
2024,114,1.6395220098907002,-10.610459841856844
2025,124,-10.779193725075078,3.3608869846001364
