season,n,favorite_roi,underdog_roi
2009,67,-0.22240343713418922,-12.545829194468801
2010,146,-7.583756392392144,-2.707624262035978
2011,189,12.741146367845454,-22.04899385130545
2012,168,5.304392028517579,-16.690474223443218
2013,89,-10.574882890613651,-0.8560411854128078
2014,136,-1.3966128537356401,-4.931630313696487
2015,118,10.41414900987042,-12.874874491309853
2016,193,-0.6963394266009925,-7.95750636786737
2017,159,-2.108821185045307,-5.245467729346977
2018,145,8.173994665168426,-15.304049449692252
2019,152,0.018671327844370148,-7.608366136057292
2020,149,10.8685327827983,-18.02124829962817
2021,79,-3.1408775594948217,-0.05689829730003777
2022,129,-3.6681130771879253,-6.49073786888656
2023,137,11.375900468852457,-12.025311573358616
2024,152,-18.094021421601663,12.624024729725244
2025,139,-13.055586211297681,4.1899946176638325
