season,favorite_roi,underdog_roi
2009,-0.06919655143358766,0.033409090909090916
2010,-0.30098331917613397,0.43454545454545457
2011,0.013043934022562894,-0.13083333333333333
2012,-0.3592458923613355,0.5258620689655172
2013,0.19576448448660982,-0.3923076923076923
2014,-0.09212331979568719,0.06735849056603774
2015,-0.015328257855940169,-0.07463414634146341
2016,-0.06712005318219466,0.02432432432432431
2017,0.1485162830541293,-0.322
2018,-0.051430840132890475,0.03934782608695653
2019,0.03488331222809323,-0.1277027027027027
2020,-0.08586147903637523,0.03573770491803277
2021,-0.056904063453701116,0.01789915966386555
2022,0.10737386387335623,-0.2824561403508772
2023,0.03069408432981107,-0.13683060109289616
2024,-0.041105948722568675,-0.03395833333333334
2025,-0.10108901984780384,0.08666666666666666
