season,favorite_roi,underdog_roi
2009,-0.042253376632984604,0.0068098159509202396
2010,-0.007079024539484494,-0.11736363636363635
2011,-0.08383212843146819,0.026238532110091736
2012,0.0026015085980153362,-0.13657142857142857
2013,0.02946798694501018,-0.17096551724137932
2014,-0.07478883766882245,0.0355
2015,-0.03184869402387693,-0.042175324675324685
2016,-0.07142130768650319,0.02429530201342281
2017,0.016477155273748424,-0.1198344370860927
2018,-0.013620171641474256,-0.07726993865030675
2019,-0.06194129476422858,0.026363636363636363
2020,-0.08928821970832847,0.0575187969924812
2021,0.06712167065423089,-0.23570652173913043
2022,0.0013985304943885375,-0.08866197183098591
2023,-0.06056235561539623,0.022272727272727263
2024,-0.0645956695815943,-0.00552083333333333
2025,-0.0017959020738546017,-0.11456026058631923
