season,n,favorite_roi,underdog_roi
2009,119,3.8714279944163046,-13.554173124807187
2010,254,-1.7758439362961569,-7.574504153051954
2011,283,-17.61255487769882,9.402554153337059
2012,274,-5.494447868762126,-4.498289600666216
2013,173,2.5459917196486512,-13.784469379205309
2014,262,-1.591514091538354,-5.6957191199551005
2015,210,-14.58000875295522,12.044696051165166
2016,275,-6.546268822856059,0.04273125784373482
2017,260,-7.1291128293871395,0.7364974836964344
2018,246,-1.6529442134658554,-5.989789522842005
2019,226,-10.635307070575687,5.436789018888537
2020,194,-13.680547807376753,9.084967258269218
2021,108,-5.899066019228267,-0.5512462088287656
2022,169,3.3886266653291814,-12.323669942042734
2023,175,-1.2579184445318232,-5.3202877509518345
2024,200,-2.649989423305233,-3.3198384744790768
2025,185,-0.17232778673583107,-8.724636445554328
