season,n,favorite_roi,underdog_roi
2009,27,-12.598658463778566,22.407407407407405
2010,22,-3.0072740756352814,-4.909090909090909
2011,13,23.68658243686386,-73.3076923076923
2012,12,-0.6390339100820884,-14.083333333333336
2013,7,-4.211460006443492,-6.571428571428571
2014,19,12.090928404154004,-44.94736842105262
2015,39,11.226225731395195,-44.0
2016,13,-37.65897415711823,82.76923076923077
2017,38,2.09877760464767,-19.605263157894733
2018,27,-0.3932631792621937,-4.222222222222222
2019,42,-2.261991644115992,-6.333333333333331
2020,25,10.521771300282662,-43.44
2021,40,11.267245130237539,-43.3
2022,93,0.49825204882902135,-14.333333333333334
2023,79,3.395817279672211,-20.708860759493668
2024,58,3.102144787406302,-23.70689655172414
2025,60,-2.274433493414665,-13.816666666666666
