season,n,favorite_roi,underdog_roi
2009,11,14.997,-52.273
2010,17,-6.605,-6.882
2011,20,29.735,-74.450
2012,9,-1.966,-9.444
2013,17,-5.492,-9.059
2014,10,30.649,-76.000
2015,15,17.931,-48.333
2016,12,36.450,-77.667
2017,11,5.771,-26.364
2018,16,-18.670,19.750
2019,16,-9.413,-0.625
2020,21,-16.460,15.333
2021,17,-3.967,-8.882
2022,18,-17.384,17.667
2023,14,-13.174,8.429
2024,15,-29.580,46.933
2025,23,-5.801,-6.174
