season,n,favorite_roi,underdog_roi
2009,23,-11.104282046969614,1.7786561264822138
2010,13,3.2896403287299694,-20.750915750915752
2011,21,23.68751959487163,-38.476190476190474
2012,28,-35.578855145720276,26.849127689353253
2013,20,-21.41717098387253,17.659372979961212
2014,20,19.448734017003964,-39.147819538171866
2015,19,-28.699110550978425,24.587044534412954
2016,26,-13.244495396132184,6.365275369673393
2017,35,13.314329804878614,-26.650173250173246
2018,19,17.833609568903082,-32.88663967611336
2019,17,7.519171907798376,-19.647058823529413
2020,10,-15.802257970276967,2.839194139194139
2021,20,13.401379818334503,-22.7
2022,18,-3.884652141627301,-2.314465408805031
2023,26,6.256464969680765,-16.038461538461537
2024,26,12.22806420764459,-23.09777138749101
2025,21,-8.556640279470756,5.428571428571431
