season,n,favorite_roi,underdog_roi
2009,1,1.0,-100.0
2010,7,13.423752854804066,-100.0
2011,1,10.49317943336831,-100.0
2012,3,-25.171904119272543,65.0
2013,3,13.972113171725105,-100.0
2014,2,17.244660101802957,-100.0
2015,3,15.135262964248641,-100.0
2016,3,-23.020981814550176,76.99999999999999
2017,2,17.216625836141354,-100.0
2018,2,-40.75785582255083,138.0
2019,3,12.491553371770864,-100.0
2020,5,-8.610804012509012,-3.200000000000003
2021,5,-10.186511889670742,49.60000000000001
2022,9,-23.19574540065455,117.88888888888889
2023,2,11.369946152554848,-100.0
2024,5,13.18638902601399,-100.0
2025,1,14.992503748125937,-100.0
