season,n,favorite_roi,underdog_roi
2009,9,7.779,-100.000
2010,20,-3.955,0.800
2011,8,-31.126,114.375
2012,14,3.271,-56.000
2013,11,12.854,-100.000
2014,9,-11.505,17.556
2015,11,12.670,-100.000
2016,9,-25.461,74.778
2017,4,12.238,-100.000
2018,14,12.307,-100.000
2019,15,-3.073,-12.733
2020,11,-27.645,137.818
2021,9,0.121,-44.333
2022,14,5.424,-62.786
2023,9,0.456,-45.222
2024,9,-25.713,100.111
2025,11,2.669,-51.091
