season,n,favorite_roi,underdog_roi
2009,9,7.779245111361882,-100.0
2010,20,-3.9549385973010995,0.8000000000000007
2011,8,-31.12645528312609,114.375
2012,14,3.2710256011871044,-55.99999999999999
2013,11,12.854363212232457,-100.0
2014,9,-11.504983427497763,17.555555555555557
2015,11,12.669699501985617,-100.0
2016,9,-25.461467688864563,74.77777777777777
2017,4,12.238227894544634,-100.0
2018,14,12.307483624885162,-100.0
2019,15,-3.0729162378100914,-12.733333333333336
2020,11,-27.64478880505374,137.8181818181818
2021,9,0.12095914743723861,-44.333333333333336
2022,14,5.42375423362415,-62.78571428571428
2023,9,0.45578820054515845,-45.22222222222222
2024,9,-25.71298425783468,100.11111111111113
2025,11,2.669083160875687,-51.090909090909086
