bin,n,favorite_roi,underdog_roi
0,7,-41.4223,78.8571
1,5,16.3833,-26.8
2,21,-22.0655,32.4723
3,38,-8.5492,2.1994
4,62,-6.7101,-10.2436
5,45,1.3636,-20.5629
6,35,-4.9439,14.3047
7,15,-6.8026,-28.7259
8,5,-30.4054,42.6
9,18,-10.217,10.2809
