bin,n,favorite_roi,underdog_roi
0,11,44.5274,-78.3636
1,7,-13.8682,42.1429
2,10,-20.5754,13.1091
3,34,-9.4801,17.0211
4,56,-0.7509,-18.6749
5,61,5.8454,-7.9357
6,32,1.6631,-36.4064
7,14,-0.2004,-12.2308
8,2,-6.8966,32.5
9,11,47.721,-38.9091
