bin,n,favorite_roi,underdog_roi
0,291,-9.1341,4.1307
1,135,-7.5395,0.5807
2,279,2.5154,-8.7665
3,533,3.1512,-12.9617
4,890,-0.7031,-8.9466
5,764,-0.4762,-10.6167
6,508,-7.0752,-2.7534
7,302,-5.8939,-9.7762
8,116,1.6035,-19.3789
9,249,-3.0966,-16.7567
