bin,n,favorite_roi,underdog_roi
0,15,-22.4575,-3.8528
1,3,-47.2868,94.6667
2,15,-7.4206,-11.6719
3,29,30.1152,-33.2343
4,52,1.4163,-15.7678
5,52,11.1475,-15.7065
6,28,-0.5667,-11.5357
7,20,3.5063,-39.35
8,3,-12.332,83.3333
9,8,19.3837,-100.0
