season,n,favorite_roi,underdog_roi
2009,67,-8.021,-5.911
2010,264,-6.172,-8.353
2011,291,-16.725,2.955
2012,286,-8.526,-6.526
2013,183,-1.566,-14.624
2014,258,-2.390,-7.641
2015,208,-13.843,7.894
2016,268,-7.985,0.152
2017,242,-9.098,0.810
2018,241,-1.626,-8.279
2019,224,-11.819,5.049
2020,192,-15.167,9.523
2021,106,-4.480,-2.586
2022,167,3.337,-12.749
2023,176,-2.286,-4.820
2024,198,-1.112,-6.046
2025,187,0.201,-10.043
