season,n,favorite_roi,underdog_roi
2009,33,-12.472980508801673,-0.8310376492194652
2010,119,-16.44075034523723,4.606569900687548
2011,116,4.387774917434524,-21.218652037617556
2012,140,-4.975431518382316,-8.681818181818182
2013,73,-2.1981416848518984,-11.033623910336239
2014,132,5.564712422536641,-15.498029731076091
2015,106,-7.436576665000618,-1.9105116478481299
2016,158,9.950180064589174,-22.588093945100763
2017,130,-8.960482199036145,1.4708807120870258
2018,141,7.8607014132956605,-20.531416886301475
2019,139,-7.555974389758625,0.1724992330807228
2020,134,-5.653807180586626,-1.8408378835602601
2021,110,-4.975633691508637,-4.265715340428482
2022,119,9.238873804356555,-19.420178993539814
2023,125,2.243529289736262,-10.51488845459321
2024,145,-2.5476209611144203,-5.844478319707623
2025,161,-11.11882229747631,4.018990854107941
