season,n,favorite_roi,underdog_roi
2009,15,-4.665060902819594,-15.733333333333336
2010,26,-36.48514807105116,48.15384615384615
2011,20,3.892583269235251,-22.400000000000002
2012,18,-41.18165784832451,55.666666666666664
2013,9,17.636684303350968,-43.0
2014,28,-18.58466631198783,19.57142857142857
2015,53,-0.7963898502917859,-11.943396226415095
2016,24,-9.96589792516705,4.708333333333333
2017,31,22.855745998456477,-48.12903225806451
2018,35,-3.3294120544272667,-0.571428571428572
2019,48,-0.027682285933448385,-9.979166666666666
2020,46,-4.7469151608453695,-3.9565217391304355
2021,62,-9.811499416650227,7.241935483870968
2022,109,0.13914706685316486,-8.954128440366974
2023,93,2.0123136117291205,-10.50537634408602
2024,67,-6.266841762405566,-2.1492537313432836
2025,67,-17.53026066887217,19.492537313432837
