season,n,favorite_roi,underdog_roi
2009,33,-12.473,-0.831
2010,119,-16.441,4.607
2011,116,4.388,-21.219
2012,140,-4.975,-8.682
2013,73,-2.198,-11.034
2014,132,5.565,-15.498
2015,106,-7.437,-1.911
2016,158,9.950,-22.588
2017,130,-8.960,1.471
2018,141,7.861,-20.531
2019,139,-7.556,0.172
2020,134,-5.654,-1.841
2021,110,-4.976,-4.266
2022,119,9.239,-19.420
2023,125,2.244,-10.515
2024,145,-2.548,-5.844
2025,161,-11.119,4.019
