season,n,favorite_roi,underdog_roi
2015,6,31.326,-100.000
2017,2,-33.974,80.000
2019,5,4.805,-35.600
2020,4,-33.254,72.250
2021,18,-18.809,37.944
2022,27,2.173,-19.444
2023,28,8.898,-33.893
2024,26,-3.730,-6.692
2025,11,30.855,-100.000
