season,n,favorite_roi,underdog_roi
2009,18,-6.781,-0.556
2010,18,-5.657,-5.556
2011,8,15.002,-59.375
2012,12,-1.748,-16.667
2013,3,31.664,-100.000
2014,16,14.951,-56.062
2015,36,0.602,-24.056
2016,19,-29.481,58.947
2017,34,-2.907,-10.941
2018,28,-5.606,4.286
2019,44,-11.342,10.773
2020,26,11.101,-46.000
2021,39,10.336,-42.154
2022,95,-0.415,-11.368
2023,82,2.371,-20.110
2024,59,3.284,-25.729
2025,59,-3.254,-12.610
