season,n,favorite_roi,underdog_roi
2009,18,-6.780687395003519,-0.555555555555556
2010,18,-5.657224881647323,-5.555555555555555
2011,8,15.001780730364459,-59.375
2012,12,-1.7475180733897904,-16.666666666666664
2013,3,31.664035968814268,-100.0
2014,16,14.95103744788241,-56.06249999999999
2015,36,0.6024723531007835,-24.055555555555554
2016,19,-29.4805899255907,58.94736842105264
2017,34,-2.9074186062476084,-10.941176470588234
2018,28,-5.605738329320608,4.285714285714285
2019,44,-11.342026844448446,10.772727272727273
2020,26,11.100633847296196,-46.0
2021,39,10.336071603136944,-42.153846153846146
2022,95,-0.41453453238014987,-11.368421052631577
2023,82,2.3707430505763654,-20.109756097560975
2024,59,3.284192531712229,-25.728813559322035
2025,59,-3.254227565366883,-12.610169491525426
