bin,n,favorite_roi,underdog_roi
0,0,,
1,1,9.0009,-100.0
2,12,10.27,-43.0833
3,27,-6.8831,4.8205
4,36,-19.1767,0.485
5,48,-8.6266,8.3613
6,57,-7.2907,-4.187
7,42,-7.637,-0.0238
8,18,29.666,-69.4444
9,2,-46.501,175.0
