bin,n,favorite_roi,underdog_roi
0,0,,
1,8,18.1333,-100.0
2,16,-8.5657,10.5609
3,23,-22.3424,35.8696
4,36,15.9297,-37.0197
5,47,0.1392,-8.0228
6,48,-4.1438,-1.4583
7,39,-4.7723,-15.9451
8,33,-1.0555,-23.1515
9,4,-19.0005,70.0
