bin,n,favorite_roi,underdog_roi
0,0,,
1,2,18.0091,-100.0
2,15,-3.068,-13.9605
3,20,-12.6796,-2.2919
4,38,16.4929,-10.8721
5,66,2.7337,-7.1
6,49,-9.1021,0.5455
7,36,14.2916,-23.7778
8,24,26.2942,-48.3333
9,3,141.0565,-100.0
