bin,n,favorite_roi,underdog_roi
0,0,,
1,2,20.4799,-100.0
2,12,-10.984,-5.0801
3,32,-1.5547,-18.1326
4,37,-23.5757,26.4059
5,52,-13.3153,6.4944
6,48,-21.52,11.8844
7,41,1.4916,-28.7561
8,29,5.4799,-43.5517
9,2,6.4984,-100.0
