bin,n,favorite_roi,underdog_roi
0,0,,
1,1,19.0114,-100.0
2,17,-4.7066,9.0588
3,26,10.8474,-46.5482
4,41,7.3811,-32.278
5,47,-7.8536,4.127
6,53,-11.5459,-0.9287
7,44,2.7802,-13.25
8,21,3.8112,-37.2381
9,5,-35.199,139.4027
