bin,n,favorite_roi,underdog_roi
0,96,4.6475,-7.7069
1,94,3.4647,-15.2013
2,103,-5.3548,-16.6344
3,138,-8.6397,-4.112
4,154,2.3804,-9.6883
5,175,-4.3297,0.2258
6,139,-1.3495,-21.5868
7,107,0.0246,-6.2243
8,93,2.3555,-34.1119
9,90,-7.638,18.0778
