bin,n,favorite_roi,underdog_roi
0,59,13.5707,-40.847
1,36,6.9224,-11.9436
2,80,-5.1254,0.3309
3,130,-5.3663,-5.9613
4,312,2.5123,-10.6859
5,297,-4.9229,-5.3401
6,114,-7.5326,-1.9986
7,86,-8.9418,1.5616
8,30,5.2252,-33.0667
9,62,-2.6851,-23.9965
