bin,n,favorite_roi,underdog_roi
0,1037,-1.2749,-5.931
1,794,-2.4304,-3.2026
2,1326,-0.869,-10.949
3,2493,-7.1953,-2.3117
4,4077,-2.103,-5.5942
5,3962,-3.8555,-3.8936
6,2419,-4.417,-7.4075
7,1371,-6.571,4.1016
8,729,-1.4507,-18.007
9,993,-5.2897,-9.8562
