bin,n,favorite_roi,underdog_roi
0,53,4.0025,-26.5655
1,26,-0.4156,-18.2673
2,80,-15.5353,3.3835
3,138,-9.8739,-1.3234
4,195,-6.5797,-6.2681
5,200,-9.2113,5.9103
6,129,-10.6785,5.1019
7,81,-7.6147,9.7781
8,24,-5.2557,-33.75
9,46,0.6532,-13.8413
