bin,n,favorite_roi,underdog_roi
0,92,-9.1694,18.8724
1,51,12.7245,-27.6441
2,61,12.2994,-46.5413
3,130,-11.9402,-3.459
4,283,7.1247,-12.6055
5,275,-6.8844,0.788
6,122,-0.9153,-16.1988
7,68,-14.7181,23.3939
8,43,-16.6711,39.2064
9,88,-4.7271,-3.7748
