bin,n,favorite_roi,underdog_roi
0,46,-5.318,-18.851
1,22,-1.4088,18.4968
2,97,-5.3929,-16.5582
3,201,1.5823,-9.5859
4,266,1.2304,-7.4713
5,233,-12.8932,5.9266
6,178,1.0391,-18.4559
7,95,-8.0893,0.0517
8,26,-13.1246,55.5371
9,47,-0.2746,-50.6787
