bin,n,favorite_roi,underdog_roi
0,84,-3.1599,-19.517
1,61,0.855,-21.5461
2,90,-5.7078,-5.8885
3,144,-6.9172,-6.9056
4,215,-14.1592,2.7943
5,217,-9.0778,4.7854
6,150,-7.3473,16.2684
7,103,-7.0944,5.5824
8,53,10.7675,-44.6599
9,84,-13.1316,-13.1662
