bin,n,favorite_roi,underdog_roi
0,47,-4.1073,-13.6831
1,49,-9.0355,1.6083
2,93,-6.9105,6.3797
3,165,1.6154,-19.1943
4,261,5.0634,-12.9385
5,247,-4.0563,-9.5329
6,176,-0.8442,-5.804
7,86,0.5889,-8.7097
8,42,-5.2613,-18.4286
9,45,-4.5984,-8.7778
