bin,n,favorite_roi,underdog_roi
0,67,-16.2989,-7.2249
1,81,-8.5011,26.6567
2,103,-6.2049,10.8352
3,166,-2.6615,5.8122
4,197,-0.1781,-13.7855
5,194,-4.2914,-4.6571
6,149,-2.5435,9.894
7,121,-9.707,15.7426
8,63,-0.617,-26.8889
9,69,-14.5616,5.6647
